time,GFA.24-FI___329C.PV,GFA.24-TIC__312_.PV,GFA.24-PIT__323A.PV,GFA.24-AT___327_.PV,GFA.24-FIT__385_.PV,GFA.24-PIT__393_.PV,GFA.24-TIC__388C.PV,GFA.24-PIC__402_.PV,GFA.24-PIT__393_.PV,GFA.24-TIC__411_.PV,GFA.24-TIC__388C.PV,GFA.24-TIT__384_.PV,GFA.24-TIT__396_.PV,GFA.24-PIT__013_.PV,GFA.24-PDIT_367_.PV,,,,,,,,,,,,,,,,,,,,hydT,dewT,releff1,releff2,Cv
2020-02-13 07:00:00+01:00,7.865994453,28.96757507,51.1875,-18.66636276,6.213749886,0.376079053,206.1725006,3.887812138,0.376079053,49.59375,206.1725006,49.01932144,185.25,4.321125031,0.473437488,80.60560301,169.1816519,185.25,91.11887369,36.17916148,80.60560301,91.11887369,45.14717343,1.68E+01,7.02E+02,3.28E+02,-2.16E+01,5.74E+01,1.19E+02,1.05E+00,1.17E+01,9.98E+01,4.73E-01,1.64E+01,-2.21E+01,-2.75E+01,9.83E-01,1.00E+00,9.67E-05
2020-02-13 13:00:00+01:00,7.998612404,28.97812653,51.40625,-19.52245522,6.205937386,0.416736513,206.5974121,3.920312405,0.416736513,49.09375,206.5974121,48.90141678,185.25,4.321125031,0.459843755,80.48889485,169.1025852,185.25,90.96760701,36.21410172,80.48889485,90.96760701,45.12818014,1.69E+01,7.00E+02,3.31E+02,-2.18E+01,5.73E+01,1.19E+02,1.04E+00,1.17E+01,9.98E+01,4.60E-01,1.69E+01,-2.18E+01,-2.71E+01,9.83E-01,1.00E+00,9.54E-05
2020-02-13 19:00:00+01:00,7.945454597,28.0710907,51.125,-19.02494812,6.205937386,0.271093786,206.3617249,3.884948254,0.271093786,49.09375,206.3617249,49,185.25,4.366406441,0.475781202,80.51610981,169.2207862,185.25,91.09100331,35.59009046,80.51610981,91.09100331,44.65649003,1.68E+01,6.68E+02,3.27E+02,-2.30E+01,5.79E+01,1.20E+02,1.09E+00,1.16E+01,9.98E+01,4.76E-01,1.36E+01,-2.40E+01,-3.00E+01,9.83E-01,1.00E+00,9.72E-05
2020-02-14 01:00:00+01:00,8.146065712,28.9464798,51.4375,-19.48931122,6.207499504,0.245567933,206.412323,3.916249752,0.245567933,49.59375,206.412323,49.21875,185.25,4.321125031,0.475312471,80.51917857,168.928769,185.25,90.87954509,37.14495104,80.51917857,90.87954509,45.83390607,1.69E+01,6.98E+02,3.38E+02,-2.62E+01,5.74E+01,1.19E+02,1.08E+00,1.17E+01,9.98E+01,4.75E-01,1.49E+01,-2.31E+01,-2.88E+01,9.83E-01,1.00E+00,9.69E-05
2020-02-14 07:00:00+01:00,8.033175468,28.97460938,51.21875,-19.48863411,6.209062576,0.238046378,206.4329376,3.879687309,0.238046378,49.59375,206.4329376,49.24530029,185.25,4.321125031,0.47484374,80.60231306,168.9383717,185.25,90.97937332,37.15505824,80.60231306,90.97937332,45.86939668,1.68E+01,7.02E+02,3.37E+02,-2.61E+01,5.75E+01,1.19E+02,1.09E+00,1.17E+01,9.98E+01,4.75E-01,1.47E+01,-2.32E+01,-2.89E+01,9.83E-01,1.00E+00,9.69E-05
2020-02-14 13:00:00+01:00,8.027441025,28.97109222,51.28125,-20.80109787,6.199687004,0.265625,206.9551239,3.883749962,0.265625,49.09375,206.9551239,48.59375,185.25,4.366406441,0.475312471,80.66740461,168.9365723,185.25,91.02750078,37.12849609,80.66740461,91.02750078,45.85117021,1.68E+01,7.01E+02,3.39E+02,-2.60E+01,5.74E+01,1.19E+02,1.09E+00,1.17E+01,9.98E+01,4.75E-01,1.48E+01,-2.31E+01,-2.88E+01,9.83E-01,1.00E+00,9.71E-05
2020-02-14 19:00:00+01:00,7.960351467,28.94999695,51.34375,-20.9521637,6.15874958,0.26171875,207.4710083,3.912751913,0.26171875,49.09375,207.4710083,48.4375,185.25,4.366406441,0.490312457,80.82747003,169.0034843,185.25,91.11115668,37.25247783,80.82747003,91.11115668,45.92248115,1.69E+01,6.99E+02,3.39E+02,-2.65E+01,5.70E+01,1.18E+02,1.08E+00,1.16E+01,9.98E+01,4.90E-01,1.45E+01,-2.34E+01,-2.92E+01,9.82E-01,1.00E+00,9.93E-05
2020-02-15 01:00:00+01:00,8.02353096,28.08515167,51.49606323,-20.00669289,6.176875114,0.28515625,206.7973328,3.887812138,0.28515625,49.09375,206.7973328,48.72071838,185.25,4.321125031,0.492656231,80.49712951,169.0848355,185.25,90.99802606,35.69864063,80.49712951,90.99802606,44.686158,1.69E+01,6.65E+02,3.29E+02,-2.34E+01,5.79E+01,1.20E+02,1.07E+00,1.17E+01,9.98E+01,4.93E-01,1.36E+01,-2.40E+01,-3.00E+01,9.82E-01,1.00E+00,9.93E-05
2020-02-15 07:00:00+01:00,7.901513577,28.1167984,51.25,-19.5932579,6.209062576,0.295829207,206.5832672,3.920312405,0.295829207,49.59375,206.5832672,48.92691803,185.25,4.366406441,0.493593752,80.56636923,169.0637717,185.25,91.1637652,35.5385563,80.56636923,91.1637652,44.63893219,1.68E+01,6.69E+02,3.27E+02,-2.25E+01,5.78E+01,1.20E+02,1.08E+00,1.17E+01,9.98E+01,4.94E-01,1.38E+01,-2.39E+01,-2.98E+01,9.82E-01,1.00E+00,9.90E-05
2020-02-15 13:00:00+01:00,8.090386391,28.09922028,51.375,-19.12718582,6.170311928,0.432812572,207.3564606,3.920312405,0.432812572,49.09375,207.3564606,48.28125,185.25,4.321125031,0.494062483,80.36767278,169.0114377,185.25,90.87976528,35.23019881,80.36767278,90.87976528,44.28551709,1.69E+01,6.67E+02,3.29E+02,-2.12E+01,5.75E+01,1.19E+02,1.03E+00,1.16E+01,9.98E+01,4.94E-01,1.54E+01,-2.27E+01,-2.83E+01,9.82E-01,9.99E-01,9.95E-05
2020-02-15 19:00:00+01:00,7.96492815,28.12734222,51.59225845,-19.26902008,6.170311928,0.39761886,207.0450134,3.90328455,0.39761886,48.59375,207.0450134,48.125,185.25,4.528124809,0.494531214,80.42945124,169.0514978,185.25,90.98139848,35.22119327,80.42945124,90.98139848,44.30328115,1.69E+01,6.66E+02,3.26E+02,-2.10E+01,5.78E+01,1.19E+02,1.09E+00,1.16E+01,9.98E+01,4.95E-01,1.49E+01,-2.31E+01,-2.88E+01,9.82E-01,1.00E+00,9.96E-05
2020-02-16 01:00:00+01:00,7.912463188,28.08515167,51.28784943,-19.78572845,6.221875191,0.31640625,207.0807648,3.887812138,0.31640625,49.09375,207.0807648,48.9375,185.25,4.321125031,0.50953126,80.48134554,168.9469064,185.25,91.10798881,35.5289849,80.48134554,91.10798881,44.63363921,1.68E+01,6.67E+02,3.30E+02,-2.27E+01,5.81E+01,1.20E+02,1.07E+00,1.17E+01,9.98E+01,5.10E-01,1.38E+01,-2.39E+01,-2.98E+01,9.82E-01,1.00E+00,1.00E-04
2020-02-16 07:00:00+01:00,7.55547142,28.97812653,51,-18.92243004,6.166874886,0.46484375,206.6384735,3.920312405,0.46484375,49.09375,206.6384735,48.59375,185.25,4.586343765,0.508593738,81.03282621,169.0794343,185.25,91.53872489,35.75989515,81.03282621,91.53872489,44.87147366,1.68E+01,7.04E+02,3.21E+02,-1.94E+01,5.68E+01,1.19E+02,1.09E+00,1.15E+01,9.98E+01,5.09E-01,1.69E+01,-2.18E+01,-2.71E+01,9.81E-01,9.99E-01,1.01E-04
2020-02-16 13:00:00+01:00,7.979686737,28.9851532,51.17684555,-21.04371643,6.168437004,0.242968738,207.1639404,3.920312405,0.242968738,49.09375,207.1639404,48.5,185.25,4.321125031,0.509062469,80.65010113,168.7287723,185.25,90.94182537,37.35904554,80.65010113,90.94182537,45.97787775,1.68E+01,7.03E+02,3.39E+02,-2.69E+01,5.69E+01,1.19E+02,1.08E+00,1.16E+01,9.98E+01,5.09E-01,1.45E+01,-2.34E+01,-2.91E+01,9.81E-01,1.00E+00,1.01E-04
2020-02-16 19:00:00+01:00,7.88022089,28.97812653,51.21875,-21.04265594,6.171875,0.250781238,207.0054932,3.887812138,0.250781238,49.09375,207.0054932,48.4375,185.25,4.379343987,0.50953126,80.7683062,168.769164,185.25,91.10438305,37.13003466,80.7683062,91.10438305,45.8419295,1.68E+01,7.02E+02,3.36E+02,-2.59E+01,5.71E+01,1.19E+02,1.09E+00,1.16E+01,9.98E+01,5.10E-01,1.45E+01,-2.34E+01,-2.92E+01,9.81E-01,1.00E+00,1.01E-04
2020-02-17 01:00:00+01:00,7.873933315,28.98163605,51.21865463,-20.88502502,6.171875,0.270311356,207.4333649,3.920312405,0.270311356,49.09375,207.4333649,48.5625,185.25,4.379343987,0.524062455,80.82183671,168.7455482,185.25,91.1547356,37.15511819,80.82183671,91.1547356,45.87415653,1.68E+01,7.02E+02,3.38E+02,-2.59E+01,5.70E+01,1.19E+02,1.09E+00,1.16E+01,9.98E+01,5.24E-01,1.46E+01,-2.33E+01,-2.91E+01,9.81E-01,1.00E+00,1.02E-04
2020-02-17 07:00:00+01:00,7.889305115,28.97460938,51.21875,-21.04066467,6.18999958,0.248437524,206.7263489,3.920312405,0.248437524,49.09375,206.7263489,48.34375,185.25,4.379343987,0.52734375,80.6479542,168.6708102,185.25,91.03273766,37.05236227,80.6479542,91.03273766,45.78532838,1.68E+01,7.02E+02,3.35E+02,-2.56E+01,5.71E+01,1.19E+02,1.10E+00,1.16E+01,9.98E+01,5.27E-01,1.45E+01,-2.34E+01,-2.91E+01,9.81E-01,1.00E+00,1.02E-04
2020-02-17 13:00:00+01:00,7.880063057,28.07460785,51.25,-19.82452011,6.234686852,0.239091307,205.9171295,3.887812138,0.239091307,49.09375,205.9171295,49.15625,185.25,4.379343987,0.526406229,80.54617392,168.7661776,185.25,91.19192628,35.56135298,80.54617392,91.19192628,44.69361858,1.68E+01,6.67E+02,3.24E+02,-2.29E+01,5.82E+01,1.20E+02,1.11E+00,1.17E+01,9.98E+01,5.26E-01,1.32E+01,-2.44E+01,-3.04E+01,9.81E-01,1.00E+00,1.02E-04
2020-02-17 19:00:00+01:00,7.915596485,28.93593597,51.28125,-19.39442635,6.198124886,0.321685731,206.4372864,3.887812138,0.321685731,49.59375,206.4372864,49.21875,185.25,4.379343987,0.540468752,80.72245939,168.6388154,185.25,91.14692308,36.50945008,80.72245939,91.14692308,45.39622614,1.68E+01,7.00E+02,3.31E+02,-2.32E+01,5.74E+01,1.19E+02,1.08E+00,1.17E+01,9.98E+01,5.40E-01,1.55E+01,-2.27E+01,-2.82E+01,9.80E-01,1.00E+00,1.04E-04
2020-02-18 01:00:00+01:00,6.385504723,28.32421875,57.15625,-21.87812805,6.181562424,0.005468786,206.4521179,3.887812138,0.005468786,49.59375,206.4521179,49.21875,187.25,4.114125252,0.52965492,84.68092777,171.8028187,187.25,95.68195632,35.75129997,84.68092777,95.68195632,45.83733746,1.76E+01,6.21E+02,2.86E+02,-2.10E+01,6.35E+01,1.19E+02,1.09E+00,1.31E+01,9.99E+01,5.30E-01,7.27E+00,-2.99E+01,-3.81E+01,9.80E-01,1.00E+00,1.04E-04
2020-02-18 07:00:00+01:00,7.905317307,28.19062042,51.375,-19.79221153,6.224999428,0.27734375,206.2816772,3.887812138,0.27734375,49.59375,206.2816772,49.16305923,187.25,4.114125252,0.550312459,81.52124556,170.5158202,187.25,92.23300899,35.62813469,81.52124556,92.23300899,44.94076449,1.69E+01,6.70E+02,3.16E+02,-2.26E+01,5.85E+01,1.20E+02,1.02E+00,1.18E+01,9.98E+01,5.50E-01,1.37E+01,-2.40E+01,-2.99E+01,9.80E-01,9.99E-01,1.04E-04
2020-02-18 13:00:00+01:00,7.881109238,28.1730423,51.53926849,-19.05529022,6.223437309,0.34970963,206.3688812,3.887812138,0.34970963,49.59375,206.3688812,49.34015274,185.25,4.165874481,0.518437505,80.8261596,168.7132736,185.25,91.45441074,35.2563985,80.8261596,91.45441074,44.50857087,1.69E+01,6.68E+02,3.23E+02,-2.09E+01,5.84E+01,1.20E+02,1.02E+00,1.18E+01,9.98E+01,5.18E-01,1.44E+01,-2.34E+01,-2.92E+01,9.80E-01,9.99E-01,1.01E-04
2020-02-18 19:00:00+01:00,8.060551643,29.0238266,50.02866745,-17.83060646,6.228124619,0.591406226,206.6117096,3.889154911,0.591406226,49.59375,206.6117096,49.34375,185.25,4.528124809,0.5329687,80.04535099,168.3053987,185.25,90.53852197,35.80128413,80.04535099,90.53852197,44.73703275,1.67E+01,7.17E+02,3.32E+02,-1.98E+01,5.63E+01,1.19E+02,1.05E+00,1.14E+01,9.97E+01,5.33E-01,2.02E+01,-2.01E+01,-2.46E+01,9.80E-01,9.99E-01,1.02E-04
2020-02-19 01:00:00+01:00,8.012423515,28.08866882,50.33259201,-18.11425591,6.223437309,0.408593774,206.2749176,3.887812138,0.408593774,49.59375,206.2749176,49.28125,185.25,4.534593582,0.548906207,80.04513077,168.46811,185.25,90.66792724,35.074626,80.04513077,90.66792724,44.17825211,1.67E+01,6.78E+02,3.26E+02,-2.07E+01,5.71E+01,1.20E+02,1.10E+00,1.14E+01,9.98E+01,5.49E-01,1.59E+01,-2.25E+01,-2.79E+01,9.80E-01,1.00E+00,1.04E-04
2020-02-19 07:00:00+01:00,7.987335682,28.078125,50.22953033,-19.20347977,6.223437309,0.330468774,206.7226257,3.920312405,0.330468774,49.59375,206.7226257,49.30890656,185.25,4.366406441,0.548906207,80.24865265,168.43851,185.25,90.82704954,35.52146952,80.24865265,90.82704954,44.56427817,1.67E+01,6.78E+02,3.31E+02,-2.28E+01,5.70E+01,1.20E+02,1.08E+00,1.14E+01,9.98E+01,5.49E-01,1.47E+01,-2.34E+01,-2.90E+01,9.79E-01,1.00E+00,1.04E-04
2020-02-19 13:00:00+01:00,8.064682007,28.0394516,50.46875,-19.77366829,6.210624695,0.241327956,206.1158295,3.887812138,0.241327956,49.59375,206.1158295,49.18593216,185.25,4.346513748,0.548906207,80.3012826,168.3981353,185.25,90.81043932,35.81074691,80.3012826,90.81043932,44.76958288,1.67E+01,6.74E+02,3.30E+02,-2.43E+01,5.73E+01,1.20E+02,1.09E+00,1.15E+01,9.98E+01,5.49E-01,1.37E+01,-2.40E+01,-2.99E+01,9.79E-01,1.00E+00,1.04E-04
2020-02-19 19:00:00+01:00,7.954472542,28.04296875,50.32973099,-19.7894249,6.210624695,0.303906262,206.7804718,3.887812138,0.303906262,49.59375,206.7804718,48.84375,185.25,4.327593803,0.548437476,80.38658636,168.4295052,185.25,90.93576988,35.58064497,80.38658636,90.93576988,44.62157669,1.67E+01,6.76E+02,3.30E+02,-2.32E+01,5.72E+01,1.20E+02,1.07E+00,1.15E+01,9.98E+01,5.48E-01,1.42E+01,-2.37E+01,-2.95E+01,9.79E-01,1.00E+00,1.04E-04
2020-02-20 01:00:00+01:00,7.853752136,28.98163605,50.47524643,-20.64274025,6.18999958,0.293962836,207.089325,3.887812138,0.293962836,49.09375,207.089325,48.23700714,185.25,4.362371922,0.547499955,80.69818083,168.3243142,185.25,91.05760987,36.94295238,80.69818083,91.05760987,45.70644872,1.67E+01,7.10E+02,3.37E+02,-2.51E+01,5.66E+01,1.19E+02,1.08E+00,1.14E+01,9.98E+01,5.47E-01,1.53E+01,-2.29E+01,-2.85E+01,9.79E-01,1.00E+00,1.04E-04
2020-02-20 07:00:00+01:00,8.04444313,28.08866882,50.59570313,-19.63321304,6.217186928,0.323193371,207.0879517,3.883749962,0.323193371,49.09375,207.0879517,49.125,185.25,4.366406441,0.5625,80.2813473,168.315345,185.25,90.82379198,35.68315911,80.2813473,90.82379198,44.68327609,1.68E+01,6.75E+02,3.33E+02,-2.35E+01,5.74E+01,1.20E+02,1.08E+00,1.15E+01,9.98E+01,5.63E-01,1.44E+01,-2.35E+01,-2.92E+01,9.79E-01,1.00E+00,1.05E-04
2020-02-20 13:00:00+01:00,8.058199883,28.75930786,50.22228622,-19.39099312,6.209062576,0.340190172,206.1014557,3.887812138,0.340190172,49.59375,206.1014557,49.40625,185.25,4.366406441,0.562031209,80.18689132,168.1424036,185.25,90.61010668,36.30014417,80.18689132,90.61010668,45.11614976,1.67E+01,7.04E+02,3.33E+02,-2.32E+01,5.65E+01,1.19E+02,1.07E+00,1.14E+01,9.98E+01,5.62E-01,1.64E+01,-2.22E+01,-2.75E+01,9.79E-01,1.00E+00,1.05E-04
2020-02-20 19:00:00+01:00,8.131104469,29.0238266,50.52194214,-18.90914345,6.209062576,0.439843774,206.6348114,3.920312405,0.439843774,49.59375,206.6348114,49.15625,185.25,4.327593803,0.562968731,80.0466679,168.0456427,185.25,90.45408716,36.37701124,80.0466679,90.45408716,45.14346155,1.67E+01,7.11E+02,3.36E+02,-2.24E+01,5.64E+01,1.19E+02,1.04E+00,1.15E+01,9.98E+01,5.63E-01,1.80E+01,-2.12E+01,-2.63E+01,9.78E-01,1.00E+00,1.05E-04
2020-02-21 01:00:00+01:00,8.165393829,28.10624695,50.28125,-19.7894249,6.209062576,0.304292202,206.5316162,3.920312405,0.304292202,49.59375,206.5316162,49.03896713,185.25,4.327593803,0.5625,79.99189658,168.1248514,185.25,90.48626888,35.78405116,79.99189658,90.48626888,44.67130199,1.67E+01,6.79E+02,3.33E+02,-2.39E+01,5.68E+01,1.20E+02,1.07E+00,1.14E+01,9.98E+01,5.63E-01,1.47E+01,-2.33E+01,-2.89E+01,9.78E-01,1.00E+00,1.05E-04
2020-02-21 07:00:00+01:00,7.904578209,28.0710907,50.21875,-19.83247757,6.209062576,0.2578125,206.7780762,3.920312405,0.2578125,49.59375,206.7780762,48.625,185.25,4.327593803,0.562968731,80.43477052,168.2505512,185.25,90.96627707,35.84511852,80.43477052,90.96627707,44.83418297,1.67E+01,6.78E+02,3.31E+02,-2.43E+01,5.69E+01,1.20E+02,1.08E+00,1.14E+01,9.98E+01,5.63E-01,1.36E+01,-2.41E+01,-3.00E+01,9.78E-01,1.00E+00,1.06E-04
2020-02-21 13:00:00+01:00,8.057911873,28.02187347,50.625,-20.7629509,6.204375267,0.241406262,207.2035522,3.920312405,0.241406262,49.09375,207.2035522,48.625,185.25,4.327593803,0.562031209,80.44867192,168.1774812,185.25,90.92226827,36.11052675,80.44867192,90.92226827,45.02372202,1.68E+01,6.72E+02,3.36E+02,-2.57E+01,5.73E+01,1.20E+02,1.09E+00,1.15E+01,9.98E+01,5.62E-01,1.33E+01,-2.44E+01,-3.03E+01,9.78E-01,1.00E+00,1.06E-04
2020-02-21 19:00:00+01:00,7.931154251,28.92539215,50.02675629,-20.01313782,6.204375267,0.243637666,206.1331177,3.887812138,0.243637666,49.59375,206.1331177,49.00899124,185.25,4.327593803,0.577968717,80.46578086,168.0093095,185.25,90.82101494,36.99000851,80.46578086,90.82101494,45.70410061,1.67E+01,7.13E+02,3.35E+02,-2.57E+01,5.63E+01,1.19E+02,1.09E+00,1.14E+01,9.98E+01,5.78E-01,1.52E+01,-2.30E+01,-2.85E+01,9.78E-01,1.00E+00,1.07E-04
2020-02-22 01:00:00+01:00,8.136640549,28.92890167,50.3125,-19.71521759,6.213749886,0.301562488,206.2934875,3.887812138,0.301562488,49.59375,206.2934875,48.73011017,185.25,4.327593803,0.564843714,80.15470714,167.868608,185.25,90.51457418,36.84456071,80.15470714,90.51457418,45.52659875,1.67E+01,7.10E+02,3.38E+02,-2.51E+01,5.66E+01,1.19E+02,1.07E+00,1.15E+01,9.98E+01,5.65E-01,1.61E+01,-2.24E+01,-2.77E+01,9.78E-01,1.00E+00,1.06E-04
2020-02-22 07:00:00+01:00,7.925238132,28.02890778,50.31141663,-18.8470993,6.205937386,0.388308346,206.1504364,3.887812138,0.388308346,49.59375,206.1504364,49.28125,185.25,4.366406441,0.580781221,80.23579788,168.1632669,185.25,90.83684502,34.99219235,80.23579788,90.83684502,44.13547452,1.67E+01,6.75E+02,3.23E+02,-2.05E+01,5.71E+01,1.20E+02,1.06E+00,1.14E+01,9.98E+01,5.81E-01,1.54E+01,-2.28E+01,-2.83E+01,9.77E-01,1.00E+00,1.07E-04
2020-02-22 13:00:00+01:00,8.061211586,28.9851532,50.22634888,-19.34519386,6.205937386,0.3359375,206.1443939,3.920312405,0.3359375,49.59375,206.1443939,49.21339798,185.25,4.366406441,0.595781207,80.1393974,167.8474327,185.25,90.51503035,36.65264116,80.1393974,90.51503035,45.37052531,1.67E+01,7.13E+02,3.35E+02,-2.39E+01,5.62E+01,1.19E+02,1.07E+00,1.14E+01,9.98E+01,5.96E-01,1.67E+01,-2.20E+01,-2.72E+01,9.77E-01,1.00E+00,1.09E-04
2020-02-22 19:00:00+01:00,7.991023064,28.04296875,50.34375,-20.07356834,6.205937386,0.233593762,206.2647705,3.879687309,0.233593762,49.59375,206.2647705,48.96875,185.25,4.327593803,0.594374955,80.29688169,168.0288676,185.25,90.80248603,35.85605149,80.29688169,90.80248603,44.80063512,1.67E+01,6.76E+02,3.30E+02,-2.44E+01,5.72E+01,1.20E+02,1.09E+00,1.14E+01,9.98E+01,5.94E-01,1.35E+01,-2.42E+01,-3.01E+01,9.77E-01,1.00E+00,1.09E-04
2020-02-23 01:00:00+01:00,7.889234543,28.04999542,50.52473068,-19.6102562,6.205937386,0.249218762,206.2267151,3.879687309,0.249218762,49.59375,206.2267151,49.28125,185.25,4.366406441,0.590624988,80.49716454,168.0867135,185.25,91.04017549,35.66028152,80.49716454,91.04017549,44.70505765,1.67E+01,6.74E+02,3.26E+02,-2.34E+01,5.74E+01,1.20E+02,1.09E+00,1.15E+01,9.98E+01,5.91E-01,1.35E+01,-2.42E+01,-3.01E+01,9.77E-01,1.00E+00,1.08E-04
2020-02-23 07:00:00+01:00,7.875398636,28.06757355,50.3125,-19.42168427,6.205937386,0.237506494,206.2093658,3.879687309,0.237506494,49.59375,206.2093658,49.1875,187.25,4.327593803,0.471027672,80.99563769,169.8523192,187.25,91.6981402,35.75329912,80.99563769,91.6981402,44.88209679,1.67E+01,6.77E+02,3.17E+02,-2.38E+01,5.74E+01,1.20E+02,1.09E+00,1.14E+01,9.98E+01,4.71E-01,1.35E+01,-2.42E+01,-3.01E+01,9.77E-01,1.00E+00,9.67E-05
2020-02-23 13:00:00+01:00,7.909983635,28.06054688,50.09907532,-20.06408691,6.205937386,0.235505447,206.5665894,3.888674498,0.235505447,49.59375,206.5665894,49.03125,185.25,4.327593803,0.472499967,80.68934956,168.0110237,185.25,91.19165236,35.92055008,80.68934956,91.19165236,44.93909845,1.67E+01,6.79E+02,3.31E+02,-2.46E+01,5.70E+01,1.20E+02,1.09E+00,1.14E+01,9.98E+01,4.72E-01,1.35E+01,-2.43E+01,-3.01E+01,9.76E-01,9.99E-01,9.68E-05
2020-02-23 19:00:00+01:00,7.863808155,28.97109222,50.42857361,-20.09918213,6.205937386,0.239062488,206.5746765,3.912187099,0.239062488,49.59375,206.5746765,49,185.25,4.327593803,0.472968757,80.7606562,167.8513578,185.25,91.14398607,37.12105097,80.7606562,91.14398607,45.88085672,1.67E+01,7.10E+02,3.36E+02,-2.60E+01,5.66E+01,1.19E+02,1.09E+00,1.15E+01,9.98E+01,4.73E-01,1.47E+01,-2.33E+01,-2.89E+01,9.76E-01,1.00E+00,9.68E-05
2020-02-24 01:00:00+01:00,7.822492599,28.96405792,50.09375,-19.48343277,6.205937386,0.23046875,206.1850891,3.912187099,0.23046875,49.59375,206.1850891,49.09560013,185.25,4.327593803,0.487968743,80.73817665,167.8219435,185.25,91.12564526,37.03528755,80.73817665,91.12564526,45.81131137,1.67E+01,7.14E+02,3.34E+02,-2.56E+01,5.63E+01,1.19E+02,1.09E+00,1.14E+01,9.98E+01,4.88E-01,1.48E+01,-2.33E+01,-2.88E+01,9.76E-01,1.00E+00,9.83E-05
2020-02-24 07:00:00+01:00,7.852241516,28.0710907,50.36357498,-19.70550156,6.205937386,0.244035602,206.5656433,3.879687309,0.244035602,49.59375,206.5656433,49.1875,185.25,4.366406441,0.487968743,80.64491162,167.9594342,185.25,91.18668431,35.80636088,80.64491162,91.18668431,44.85025492,1.67E+01,6.77E+02,3.29E+02,-2.40E+01,5.73E+01,1.20E+02,1.10E+00,1.14E+01,9.98E+01,4.88E-01,1.34E+01,-2.43E+01,-3.02E+01,9.76E-01,1.00E+00,9.84E-05
2020-02-24 13:00:00+01:00,7.890251637,28.0710907,50.375,-19.57884979,6.204375267,0.234363317,206.3644409,3.883749962,0.234363317,49.59375,206.3644409,49.125,185.25,4.327593803,0.488437474,80.61361142,167.9100685,185.25,91.14111656,35.832933,80.61361142,91.14111656,44.85774493,1.67E+01,6.76E+02,3.28E+02,-2.41E+01,5.72E+01,1.20E+02,1.09E+00,1.15E+01,9.98E+01,4.88E-01,1.34E+01,-2.43E+01,-3.02E+01,9.76E-01,1.00E+00,9.85E-05
2020-02-24 19:00:00+01:00,6.443351746,28.08164215,49.8807869,-18.87139511,6.166874886,0.419661641,206.0945587,3.879687309,0.419661641,49.59375,206.0945587,49.14178467,185.25,4.361615658,0.490312457,82.43440551,168.8083517,185.25,93.29870192,34.04814291,82.43440551,93.29870192,43.96660226,1.67E+01,6.82E+02,2.94E+02,-1.51E+01,5.69E+01,1.21E+02,1.04E+00,1.13E+01,9.98E+01,4.90E-01,1.38E+01,-2.40E+01,-2.98E+01,9.75E-01,1.00E+00,9.98E-05
2020-02-25 01:00:00+01:00,6.333402634,28.01835632,49.92376709,-17.56492805,6.163749695,0.458018541,206.1091003,3.912187099,0.458018541,49.59375,206.1091003,48.90625,185.25,4.528124809,0.491718709,82.62397786,168.8700778,185.25,93.52227687,33.81336149,82.62397786,93.52227687,43.83682163,1.67E+01,6.79E+02,2.91E+02,-1.43E+01,5.69E+01,1.21E+02,1.08E+00,1.12E+01,9.98E+01,4.92E-01,1.41E+01,-2.38E+01,-2.95E+01,9.75E-01,1.00E+00,1.00E-04
2020-02-25 07:00:00+01:00,6.590044022,28.96757507,49.28125,-20.3555336,6.202812195,0.246874988,206.2934113,3.912187099,0.246874988,49.59375,206.2934113,49.1875,185.25,4.140000343,0.491718709,82.33439935,168.4102901,185.25,93.02498782,35.97171591,82.33439935,93.02498782,45.44654753,1.66E+01,7.23E+02,3.12E+02,-2.00E+01,5.60E+01,1.20E+02,1.04E+00,1.12E+01,9.98E+01,4.92E-01,1.33E+01,-2.45E+01,-3.03E+01,9.75E-01,1.00E+00,9.92E-05
2020-02-25 13:00:00+01:00,6.379657269,28.09218597,50.72422409,-19.10593033,6.210624695,0.418379366,206.5378418,3.912187099,0.418379366,49.09375,206.5378418,48.75,185.25,4.321125031,0.491718709,82.77473728,168.756419,185.25,93.73657529,34.03863388,82.77473728,93.73657529,44.12323205,1.68E+01,6.73E+02,2.96E+02,-1.50E+01,5.80E+01,1.21E+02,1.04E+00,1.16E+01,9.98E+01,4.92E-01,1.32E+01,-2.44E+01,-3.03E+01,9.75E-01,1.00E+00,9.93E-05
2020-02-25 19:00:00+01:00,7.506618023,28.078125,49.43742752,-19.1246357,6.202812195,0.238542274,206.5518951,3.879687309,0.238542274,49.09375,206.5518951,48.8125,185.25,4.321125031,0.491718709,81.12151683,167.9395472,185.25,91.69444992,35.63250438,81.12151683,91.69444992,44.83696536,1.66E+01,6.87E+02,3.24E+02,-2.31E+01,5.66E+01,1.20E+02,1.09E+00,1.12E+01,9.98E+01,4.92E-01,1.32E+01,-2.46E+01,-3.04E+01,9.75E-01,1.00E+00,9.89E-05
