time,GFA.24-FI___329C.PV,GFA.24-TIC__312_.PV,GFA.24-PIT__323A.PV,GFA.24-AT___327_.PV,GFA.24-FIT__385_.PV,GFA.24-PIT__393_.PV,GFA.24-TIC__388C.PV,GFA.24-PIC__402_.PV,GFA.24-PIT__393_.PV,GFA.24-TIC__411_.PV,GFA.24-TIC__388C.PV,GFA.24-TIT__384_.PV,GFA.24-TIT__396_.PV,GFA.24-PIT__013_.PV,GFA.24-PDIT_367_.PV,,,,,,,,,,,,,,,,,,,,hydT,dewT,releff1,releff2,Cv
2020-01-18 01:00:00+01:00,8.119398117,28.06757355,50.64425659,-18.02289963,6.224999428,0.498185188,206.9362793,3.904062271,0.498185188,49.59375,206.9362793,49.34375,184.75,4.612218857,0.28734374,79.84925413,171.5281658,184.75,90.4884491,34.91695,79.84925413,90.4884491,44.01436342,1.68E+01,6.73E+02,3.31E+02,-2.01E+01,5.73E+01,1.20E+02,1.10E+00,1.15E+01,9.98E+01,2.87E-01,1.68E+01,-2.19E+01,-2.72E+01,9.99E-01,1.00E+00,7.52E-05
2020-01-18 07:00:00+01:00,8.104920387,28.96757507,50.3125,-17.74624252,6.224999428,0.46484375,207.0602722,3.871562004,0.46484375,49.59375,207.0602722,49.5,184.625,4.521656036,0.492656231,79.88564832,171.2057577,184.625,90.29950593,36.30386133,79.88564832,90.29950593,45.07867458,1.67E+01,7.12E+02,3.41E+02,-2.24E+01,5.66E+01,1.19E+02,1.08E+00,1.14E+01,9.98E+01,4.93E-01,1.81E+01,-2.12E+01,-2.62E+01,9.99E-01,1.00E+00,9.84E-05
2020-01-18 13:00:00+01:00,8.190279007,28.08866882,50.35560226,-17.53261566,6.218636513,0.405468822,206.0874329,3.904062271,0.405468822,50.09375,206.0874329,49.5625,184.625,4.521656036,0.491718709,79.71929118,171.3311204,184.625,90.25163384,35.17374239,79.71929118,90.25163384,44.16112759,1.67E+01,6.77E+02,3.31E+02,-2.12E+01,5.69E+01,1.20E+02,1.10E+00,1.14E+01,9.98E+01,4.92E-01,1.62E+01,-2.23E+01,-2.77E+01,9.99E-01,1.00E+00,9.85E-05
2020-01-18 19:00:00+01:00,8.088339806,28.09922028,50.6875,-17.81178856,6.213749886,0.497261435,206.1795959,3.904062271,0.497261435,50.09375,206.1795959,49.4375,184.625,4.521656036,0.506718755,79.83470349,171.4321229,184.625,90.42108609,34.77317014,79.83470349,90.42108609,43.88588184,1.68E+01,6.74E+02,3.26E+02,-1.92E+01,5.72E+01,1.20E+02,1.07E+00,1.15E+01,9.98E+01,5.07E-01,1.70E+01,-2.18E+01,-2.70E+01,9.99E-01,1.00E+00,1.00E-04
2020-01-19 01:00:00+01:00,8.211324692,28.11328125,50.53125,-17.47615814,6.204375267,0.528125048,206.2831421,3.904062271,0.528125048,50.09375,206.2831421,49.625,184.625,4.612218857,0.504374981,79.62159571,171.3593724,184.625,90.16154342,34.81121281,79.62159571,90.16154342,43.8425672,1.67E+01,6.76E+02,3.28E+02,-1.93E+01,5.69E+01,1.20E+02,1.09E+00,1.14E+01,9.98E+01,5.04E-01,1.77E+01,-2.14E+01,-2.65E+01,9.99E-01,1.00E+00,1.00E-04
2020-01-19 07:00:00+01:00,7.775618553,29.02030945,50.625,-16.8612175,6.229687691,0.521875024,206.046814,3.871562004,0.521875024,50.09375,206.046814,49.6875,184.625,4.612218857,0.504843712,79.79708927,171.3791257,184.625,90.39456223,35.66739782,79.79708927,90.39456223,44.61277195,1.68E+01,7.10E+02,3.26E+02,-1.90E+01,5.68E+01,1.19E+02,1.09E+00,1.15E+01,9.97E+01,5.05E-01,1.86E+01,-2.09E+01,-2.58E+01,9.99E-01,1.00E+00,9.96E-05
2020-01-19 13:00:00+01:00,7.86745882,28.1027298,50.25,-17.00923157,6.229687691,0.5625,206.2578583,3.904062271,0.5625,50.09375,206.2578583,49.71875,184.625,4.612218857,0.518437505,80.17500175,171.5333539,184.625,90.83016667,34.49467163,80.17500175,90.83016667,43.79166203,1.67E+01,6.79E+02,3.22E+02,-1.78E+01,5.72E+01,1.20E+02,1.08E+00,1.14E+01,9.97E+01,5.18E-01,1.77E+01,-2.14E+01,-2.65E+01,1.00E+00,9.88E-01,1.01E-04
2020-01-19 19:00:00+01:00,8.620388985,28.10624695,50.62958145,-17.68060875,6.183437347,0.553906322,206.8809052,3.871562004,0.553906322,50.09375,206.8809052,49.1875,184.625,4.521656036,0.502499998,79.30574084,171.1700596,184.625,89.68322403,35.10499677,79.30574084,89.68322403,43.93317143,1.68E+01,6.75E+02,3.38E+02,-2.09E+01,5.69E+01,1.19E+02,1.05E+00,1.14E+01,9.97E+01,5.02E-01,1.85E+01,-2.09E+01,-2.59E+01,1.00E+00,9.97E-01,1.00E-04
2020-01-20 01:00:00+01:00,8.806926727,28.06757355,51.22211456,-17.5803833,6.178437233,0.542310119,206.8735657,3.904062271,0.542310119,49.59375,206.8735657,49.4375,184.625,4.521656036,0.502968729,78.8858292,171.0867086,184.625,89.2633542,35.17767666,78.8858292,89.2633542,43.88176013,1.68E+01,6.67E+02,3.40E+02,-2.14E+01,5.71E+01,1.19E+02,1.05E+00,1.16E+01,9.97E+01,5.03E-01,1.83E+01,-2.10E+01,-2.60E+01,1.00E+00,9.99E-01,1.00E-04
2020-01-20 07:00:00+01:00,8.709730148,28.08164215,50.74825668,-17.1867485,6.220312119,0.562192678,206.853775,3.904062271,0.562192678,50.09375,206.853775,49.8125,184.625,4.612218857,0.502968729,78.80103139,171.0413358,184.625,89.28584298,35.08594664,78.80103139,89.28584298,43.86371962,1.68E+01,6.73E+02,3.40E+02,-2.10E+01,5.70E+01,1.19E+02,1.08E+00,1.15E+01,9.97E+01,5.03E-01,1.86E+01,-2.08E+01,-2.58E+01,9.99E-01,1.00E+00,9.94E-05
2020-01-20 13:00:00+01:00,9.147439957,28.97812653,49.94596481,-17.37818718,6.212187767,0.492917567,205.8218536,3.904062271,0.492917567,50.09375,205.8218536,49.65829468,184.625,4.521656036,0.502031207,78.20904164,170.5220775,184.625,88.35407315,36.71515529,78.20904164,88.35407315,44.92780884,1.67E+01,7.16E+02,3.53E+02,-2.47E+01,5.55E+01,1.18E+02,1.07E+00,1.13E+01,9.97E+01,5.02E-01,2.15E+01,-1.94E+01,-2.38E+01,9.99E-01,9.99E-01,9.91E-05
2020-01-20 19:00:00+01:00,9.120881081,28.9851532,49.96875,-19.11650085,6.210624695,0.239062488,206.7624969,3.904062271,0.239062488,50.59375,206.7624969,50.15625,184.625,4.405219078,0.516562462,78.67189671,170.4631182,184.625,88.6386151,38.63235327,78.67189671,88.6386151,46.50162769,1.67E+01,7.16E+02,3.68E+02,-3.36E+01,5.57E+01,1.18E+02,1.11E+00,1.13E+01,9.98E+01,5.17E-01,1.74E+01,-2.16E+01,-2.67E+01,9.99E-01,1.00E+00,1.01E-04
2020-01-21 01:00:00+01:00,8.908729553,28.07460785,49.59974289,-18.86398697,6.21875,0.241406262,206.7246857,3.890929222,0.241406262,50.09375,206.7246857,49.4375,184.625,4.314656258,0.517499983,78.83636845,170.7379689,184.625,89.04663369,36.98902239,78.83636845,89.04663369,45.29675486,1.66E+01,6.85E+02,3.56E+02,-3.01E+01,5.61E+01,1.20E+02,1.08E+00,1.13E+01,9.98E+01,5.17E-01,1.54E+01,-2.29E+01,-2.83E+01,9.99E-01,1.00E+00,1.01E-04
2020-01-21 07:00:00+01:00,9.082486153,28.9921875,49.72854614,-19.21049309,6.21875,0.226352751,206.9261169,3.904062271,0.226352751,50.09375,206.9261169,49.2350769,184.625,4.324120045,0.519374967,78.90220108,170.4074579,184.625,88.85022991,38.79775033,78.90220108,88.85022991,46.68894804,1.66E+01,7.19E+02,3.70E+02,-3.45E+01,5.56E+01,1.18E+02,1.09E+00,1.13E+01,9.98E+01,5.19E-01,1.72E+01,-2.18E+01,-2.68E+01,9.99E-01,1.00E+00,1.01E-04
2020-01-21 13:00:00+01:00,9.022348404,28.97109222,49.65625,-18.90143967,6.193124771,0.26252991,206.2994843,3.871562004,0.26252991,49.59375,206.2994843,49.28244781,184.625,4.405219078,0.520781219,78.76761613,170.4593606,184.625,88.73424949,38.15580847,78.76761613,88.73424949,46.13140732,1.66E+01,7.19E+02,3.62E+02,-3.14E+01,5.55E+01,1.18E+02,1.10E+00,1.12E+01,9.98E+01,5.21E-01,1.79E+01,-2.14E+01,-2.63E+01,9.99E-01,1.00E+00,1.01E-04
2020-01-21 19:00:00+01:00,9.725003242,28.94297028,49.93202209,-19.26938629,6.220312119,0.245463252,207.3299408,3.904062271,0.245463252,49.59375,207.3299408,49.41228104,184.625,4.398750305,0.536718726,78.14806209,169.9510124,184.625,87.91656241,39.46744127,78.14806209,87.91656241,47.00864187,1.67E+01,7.15E+02,3.84E+02,-3.82E+01,5.56E+01,1.18E+02,1.10E+00,1.13E+01,9.98E+01,5.37E-01,1.85E+01,-2.10E+01,-2.59E+01,9.99E-01,1.00E+00,1.02E-04
2020-01-22 01:00:00+01:00,10.03854179,28.93945313,49.85704803,-18.93339539,6.217186928,0.296093762,206.9934387,3.871562004,0.296093762,49.59375,206.9934387,49.28125,184.625,4.321125031,0.548906207,77.57726859,169.7285431,184.625,87.28917738,39.20990907,77.57726859,87.28917738,46.66348697,1.66E+01,7.16E+02,3.86E+02,-3.72E+01,5.55E+01,1.17E+02,1.07E+00,1.13E+01,9.98E+01,5.49E-01,2.01E+01,-2.02E+01,-2.48E+01,9.99E-01,1.00E+00,1.03E-04
2020-01-22 07:00:00+01:00,8.087843895,28.93241882,49.41580963,-19.33635712,6.212187767,0.244660079,206.5922394,3.904062271,0.244660079,49.59375,206.5922394,49.2117691,184.625,4.375008583,0.533906221,79.69802612,170.9028152,184.625,89.9834963,37.38922113,79.69802612,89.9834963,45.83977767,1.66E+01,7.21E+02,3.47E+02,-2.76E+01,5.55E+01,1.19E+02,1.10E+00,1.12E+01,9.98E+01,5.34E-01,1.57E+01,-2.28E+01,-2.81E+01,9.98E-01,1.00E+00,1.03E-04
2020-01-22 13:00:00+01:00,7.762671947,28.93945313,49.40625,-18.43922234,6.212187767,0.371874988,205.8976593,3.904062271,0.371874988,49.59375,205.8976593,48.94545746,184.625,4.528124809,0.533906221,80.20262299,171.1488074,184.625,90.63697149,36.17671996,80.20262299,90.63697149,45.04776172,1.66E+01,7.21E+02,3.31E+02,-2.18E+01,5.56E+01,1.19E+02,1.11E+00,1.12E+01,9.98E+01,5.34E-01,1.71E+01,-2.19E+01,-2.70E+01,9.98E-01,1.00E+00,1.03E-04
2020-01-22 19:00:00+01:00,7.798595428,28.93945313,49.38227081,-19.20452499,6.175000191,0.427343726,206.7552185,3.904062271,0.427343726,49.09375,206.7552185,48.28981018,184.625,4.321125031,0.535781205,80.1877793,171.1425928,184.625,90.53716899,36.19660771,80.1877793,90.53716899,44.99880969,1.66E+01,7.21E+02,3.35E+02,-2.19E+01,5.53E+01,1.19E+02,1.03E+00,1.12E+01,9.98E+01,5.36E-01,1.76E+01,-2.16E+01,-2.65E+01,9.98E-01,1.00E+00,1.03E-04
2020-01-23 01:00:00+01:00,7.786153316,28.65603065,49.18854141,-18.24363518,6.184999466,0.476044595,206.6281586,3.904062271,0.476044595,49.09375,206.6281586,48.71875,184.625,4.528124809,0.520312488,80.0005386,171.1466644,184.625,90.44892857,35.60357311,80.0005386,90.44892857,44.52099678,1.66E+01,7.12E+02,3.31E+02,-2.05E+01,5.53E+01,1.19E+02,1.07E+00,1.11E+01,9.98E+01,5.20E-01,1.79E+01,-2.15E+01,-2.63E+01,9.98E-01,1.00E+00,1.02E-04
2020-01-23 07:00:00+01:00,7.980177879,28.9535141,49.09375,-17.89730835,6.210624695,0.551562548,206.6659698,3.904062271,0.551562548,49.59375,206.6659698,49.4375,184.625,4.528124809,0.520781219,79.67033718,170.904849,184.625,90.09120316,35.88999875,79.67033718,90.09120316,44.69347898,1.65E+01,7.25E+02,3.36E+02,-2.05E+01,5.51E+01,1.19E+02,1.06E+00,1.11E+01,9.97E+01,5.21E-01,2.00E+01,-2.03E+01,-2.48E+01,9.98E-01,1.00E+00,1.01E-04
2020-01-23 13:00:00+01:00,10.00661373,28.98163605,51.125,-19.6002121,6.201250076,0.443750024,205.7898407,3.904062271,0.443750024,50.59375,205.7898407,50.34375,186.625,4.418156624,0.535781205,77.97948122,171.5548739,186.625,87.99137149,37.53676316,77.97948122,87.99137149,45.44381799,1.68E+01,7.03E+02,3.58E+02,-2.88E+01,5.64E+01,1.17E+02,1.06E+00,1.16E+01,9.98E+01,5.36E-01,2.19E+01,-1.91E+01,-2.36E+01,9.98E-01,9.99E-01,1.02E-04
2020-01-23 19:00:00+01:00,9.95320034,28.0710907,51.0625,-18.41306305,6.240937233,0.435937524,206.7471619,3.904062271,0.435937524,51.09375,206.7471619,50.40625,184.625,4.528124809,0.553593755,77.42823878,169.91227,184.625,87.58663525,36.49770076,77.42823878,87.58663525,44.59459018,1.68E+01,6.69E+02,3.66E+02,-2.82E+01,5.71E+01,1.19E+02,1.09E+00,1.16E+01,9.98E+01,5.54E-01,1.90E+01,-2.06E+01,-2.55E+01,9.97E-01,1.00E+00,1.04E-04
2020-01-24 01:00:00+01:00,9.739143372,28.08164215,51.41184616,-18.51099205,6.248749733,0.358593762,206.708786,3.904062271,0.358593762,51.09375,206.708786,50.53125,184.625,4.418156624,0.525937498,77.88393636,170.0209069,184.625,88.09089212,36.72737033,77.88393636,88.09089212,44.89717083,1.69E+01,6.66E+02,3.64E+02,-2.91E+01,5.76E+01,1.19E+02,1.09E+00,1.18E+01,9.98E+01,5.26E-01,1.74E+01,-2.14E+01,-2.67E+01,9.97E-01,1.00E+00,1.01E-04
2020-01-24 07:00:00+01:00,10.28133774,28.08515167,50.0625,-18.9684906,6.236249924,0.299218774,206.9688721,3.904062271,0.299218774,51.09375,206.9688721,50.46875,184.625,4.321125031,0.541875005,77.33510152,169.5371396,184.625,87.22412359,38.01439755,77.33510152,87.22412359,45.70528852,1.67E+01,6.80E+02,3.82E+02,-3.55E+01,5.61E+01,1.19E+02,1.07E+00,1.14E+01,9.98E+01,5.42E-01,1.84E+01,-2.10E+01,-2.59E+01,9.97E-01,1.00E+00,1.02E-04
2020-01-24 13:00:00+01:00,9.946454048,28.97460938,50.15625,-19.32707596,6.242499352,0.241406262,206.9930115,3.904062271,0.241406262,51.09375,206.9930115,50.4375,184.625,4.321125031,0.546093702,77.84614994,169.4617951,184.625,87.6107429,39.61713357,77.84614994,87.6107429,47.08010017,1.67E+01,7.14E+02,3.87E+02,-3.89E+01,5.59E+01,1.18E+02,1.09E+00,1.14E+01,9.98E+01,5.46E-01,1.89E+01,-2.07E+01,-2.56E+01,9.97E-01,1.00E+00,1.03E-04
2020-01-24 19:00:00+01:00,9.895675659,28.08515167,51.09407806,-19.14551163,6.234686852,0.249218762,206.7483826,3.904062271,0.249218762,51.09375,206.7483826,50.71907806,184.625,4.418156624,0.547031224,77.97077915,169.8027626,184.625,87.993125,37.76435693,77.97077915,87.993125,45.67904014,1.68E+01,6.69E+02,3.72E+02,-3.40E+01,5.72E+01,1.19E+02,1.11E+00,1.16E+01,9.98E+01,5.47E-01,1.65E+01,-2.21E+01,-2.74E+01,9.97E-01,1.00E+00,1.03E-04
2020-01-25 01:00:00+01:00,9.81163311,28.09218597,50.69865799,-19.1790657,6.220312119,0.245814815,206.7969666,3.904062271,0.245814815,51.09375,206.7969666,50.75,184.625,4.418156624,0.546093702,78.0627905,169.8052063,184.625,88.04929895,37.81250673,78.0627905,88.04929895,45.71585999,1.68E+01,6.74E+02,3.71E+02,-3.41E+01,5.68E+01,1.19E+02,1.11E+00,1.15E+01,9.98E+01,5.46E-01,1.65E+01,-2.21E+01,-2.74E+01,9.97E-01,1.00E+00,1.03E-04
2020-01-25 07:00:00+01:00,9.758975983,28.09922028,50.8125,-20.19379044,6.213749886,0.247656286,207.6852264,3.904062271,0.247656286,50.59375,207.6852264,50.25,184.625,4.418156624,0.542343736,78.20915893,169.8086187,184.625,88.17018683,38.13267488,78.20915893,88.17018683,45.98886532,1.68E+01,6.73E+02,3.76E+02,-3.55E+01,5.69E+01,1.19E+02,1.11E+00,1.15E+01,9.98E+01,5.42E-01,1.61E+01,-2.23E+01,-2.77E+01,9.96E-01,1.00E+00,1.03E-04
2020-01-25 13:00:00+01:00,9.63230896,29.01328278,51.09375,-19.21416092,6.229687691,0.409375072,206.9353027,3.871562004,0.409375072,50.59375,206.9353027,50.1875,184.625,4.321125031,0.541406214,78.01747596,169.6931161,184.625,88.01686752,37.84094227,78.01747596,88.01686752,45.75636179,1.68E+01,7.05E+02,3.71E+02,-3.00E+01,5.67E+01,1.18E+02,1.04E+00,1.17E+01,9.98E+01,5.41E-01,2.01E+01,-2.00E+01,-2.47E+01,9.96E-01,1.00E+00,1.02E-04
2020-01-25 19:00:00+01:00,9.772066116,28.99921417,51.31700897,-20.00564766,6.201250076,0.236162975,207.5054016,3.904062271,0.236162975,50.59375,207.5054016,50.21875,184.625,4.321125031,0.540468752,78.33667558,169.5756468,184.625,88.09547884,39.57283234,78.33667558,88.09547884,47.11275798,1.68E+01,7.02E+02,3.82E+02,-3.81E+01,5.67E+01,1.17E+02,1.08E+00,1.16E+01,9.98E+01,5.40E-01,1.77E+01,-2.13E+01,-2.65E+01,9.96E-01,1.00E+00,1.03E-04
2020-01-26 01:00:00+01:00,9.736560822,28.07460785,51.15625,-19.7894249,6.188124657,0.247656286,209.0724335,3.904062271,0.247656286,49.59375,209.0724335,49.46875,182.125,4.418156624,0.29859376,78.09842947,167.5998124,182.125,87.83467115,38.69152053,78.09842947,87.83467115,46.36839778,1.68E+01,6.68E+02,3.95E+02,-3.81E+01,5.69E+01,1.19E+02,1.10E+00,1.16E+01,9.98E+01,2.99E-01,1.54E+01,-2.27E+01,-2.83E+01,9.96E-01,1.00E+00,7.67E-05
2020-01-26 07:00:00+01:00,9.607598305,28.09218597,51.34375,-19.48119354,6.202812195,0.253125012,207.3415375,3.904062271,0.253125012,50.09375,207.3415375,49.78125,184.125,4.424624443,0.791718721,78.01160688,169.3450988,184.125,87.96514501,37.66819227,78.01160688,87.96514501,45.58918851,1.69E+01,6.67E+02,3.70E+02,-3.32E+01,5.72E+01,1.19E+02,1.11E+00,1.16E+01,9.98E+01,7.92E-01,1.57E+01,-2.25E+01,-2.81E+01,9.96E-01,1.00E+00,1.25E-04
2020-01-26 13:00:00+01:00,9.674906731,28.9851532,51.3125,-20.35911369,6.202812195,0.248437524,207.9131622,3.904062271,0.248437524,50.09375,207.9131622,49.53939819,184.125,4.327593803,0.789843678,78.16777031,169.0519916,184.125,87.86781354,39.50254471,78.16777031,87.86781354,47.03197674,1.68E+01,7.01E+02,3.85E+02,-3.79E+01,5.66E+01,1.18E+02,1.08E+00,1.16E+01,9.98E+01,7.90E-01,1.75E+01,-2.14E+01,-2.67E+01,9.96E-01,1.00E+00,1.24E-04
2020-01-26 19:00:00+01:00,9.547529221,28.96757507,51.33289719,-20.18437004,6.202812195,0.246874988,207.8521118,3.904062271,0.246874988,50.09375,207.8521118,49.84375,184.125,4.327593803,0.821718693,78.23555051,169.097633,184.125,87.97926902,39.30180383,78.23555051,87.97926902,46.9003598,1.68E+01,7.00E+02,3.82E+02,-3.69E+01,5.67E+01,1.18E+02,1.08E+00,1.17E+01,9.98E+01,8.22E-01,1.72E+01,-2.16E+01,-2.69E+01,9.95E-01,1.00E+00,1.27E-04
2020-01-27 01:00:00+01:00,9.659161568,28.9464798,51.25392151,-19.05241394,6.242499352,0.245752141,206.9656982,3.871562004,0.245752141,50.59375,206.9656982,50.28125,186.125,4.327593803,0.822656274,78.36837973,170.7324184,186.125,88.31650669,38.97337837,78.36837973,88.31650669,46.72123618,1.68E+01,7.00E+02,3.69E+02,-3.57E+01,5.72E+01,1.18E+02,1.09E+00,1.17E+01,9.98E+01,8.23E-01,1.76E+01,-2.13E+01,-2.65E+01,9.95E-01,1.00E+00,1.26E-04
2020-01-27 07:00:00+01:00,9.535129547,28.06406403,50.95543289,-19.7024498,6.217186928,0.235937536,207.032959,3.904062271,0.235937536,50.59375,207.032959,50.125,186.125,4.327593803,0.82640624,78.60252059,171.0119829,186.125,88.69856844,37.60979291,78.60252059,88.69856844,45.68945033,1.68E+01,6.70E+02,3.59E+02,-3.31E+01,5.72E+01,1.19E+02,1.09E+00,1.16E+01,9.98E+01,8.26E-01,1.56E+01,-2.26E+01,-2.82E+01,9.95E-01,1.00E+00,1.27E-04
2020-01-27 13:00:00+01:00,9.557648659,28.96405792,51.29752731,-20.56281853,6.220312119,0.240625024,206.7888489,3.904062271,0.240625024,50.09375,206.7888489,49.90625,186.125,4.424624443,0.827812433,78.62722923,170.7825844,186.125,88.55546242,38.85767714,78.62722923,88.55546242,46.66216704,1.68E+01,7.01E+02,3.65E+02,-3.49E+01,5.69E+01,1.18E+02,1.11E+00,1.17E+01,9.98E+01,8.28E-01,1.74E+01,-2.14E+01,-2.67E+01,9.95E-01,1.00E+00,1.27E-04
2020-01-27 19:00:00+01:00,7.568162918,28.06757355,48.36312866,-22.41492462,6.212187767,0.658593774,206.7106018,3.904062271,0.658593774,49.59375,206.7106018,49.47125244,186.125,4.579874992,0.797343731,80.5763363,171.9822431,186.125,91.39366854,34.25078024,80.5763363,91.39366854,43.67410434,1.64E+01,6.99E+02,3.13E+02,-1.69E+01,5.53E+01,1.20E+02,1.05E+00,1.09E+01,9.97E+01,7.97E-01,1.93E+01,-2.08E+01,-2.53E+01,9.95E-01,1.00E+00,1.26E-04
